index,Month,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
9767,NOV,1592,3303,2711,3655,4215,4775,5334,5894,6453,7013,7573,8133,8692,9252,9812,10371,10931,11491,12050,12611,13170,13730
9768,DEC,1594,3309,2715,3661,4221,4782,5342,5903,6464,7025,7585,8146,8706,9268,9828,10388,10949,11510,12070,12632,13192,13752
9769,JAN,1596,3314,2720,3666,4228,4790,5351,5913,6474,7036,7597,8159,8721,9283,9844,10405,10967,11529,12090,12652,13213,13775
9770,FEB,1599,3319,2724,3672,4235,4797,5359,5922,6485,7047,7610,8172,8735,9298,9860,10422,10985,11548,12110,12673,13235,13798
9771,MAR,1601,3324,2728,3678,4241,4805,5368,5932,6495,7059,7622,8186,8749,9313,9876,10439,11003,11567,12130,12694,13257,13820
9772,APR,1603,3330,2732,3684,4248,4813,5377,5941,6506,7070,7634,8199,8763,9328,9892,10456,11021,11585,12150,12715,13279,13843
9773,MAY,1605,3335,2736,3689,4255,4820,5385,5951,6516,7082,7647,8212,8778,9343,9908,10473,11038,11604,12170,12736,13300,13866
9774,JUN,1608,3340,2740,3695,4261,4828,5394,5960,6526,7093,7659,8226,8792,9358,9924,10490,11056,11623,12189,12756,13322,13889
9775,JUL,1610,3346,2744,3701,4268,4836,5402,5970,6537,7104,7671,8239,8806,9374,9941,10507,11074,11642,12209,12777,13344,13911
9776,AUG,1612,3351,2748,3707,4275,4843,5411,5979,6547,7116,7684,8252,8820,9389,9957,10524,11092,11661,12229,12798,13366,13934
9777,SEP,1614,3356,2752,3712,4282,4851,5419,5989,6558,7127,7696,8265,8834,9404,9973,10541,11110,11680,12249,12819,13387,13957
9778,OCT,1617,3361,2757,3718,4288,4859,5428,5998,6568,7139,7708,8279,8849,9419,9989,10558,11128,11699,12269,12840,13409,13979
9779,NOV,1619,3367,2761,3724,4295,4866,5437,6008,6579,7150,7721,8292,8863,9434,10005,10575,11146,11718,12289,12860,13431,14002
9780,DEC,1621,3372,2765,3730,4302,4874,5445,6017,6589,7161,7733,8305,8877,9449,10021,10592,11164,11737,12309,12881,13452,14025
9781,JAN,1623,3377,2769,3735,4308,4881,5454,6027,6600,7173,7745,8318,8891,9465,10037,10609,11182,11756,12328,12902,13474,14047
9782,FEB,1625,3382,2773,3741,4315,4889,5462,6036,6610,7184,7758,8332,8905,9480,10053,10626,11200,11775,12348,12923,13496,14070
9783,MAR,1628,3388,2777,3747,4322,4897,5471,6046,6621,7196,7770,8345,8920,9495,10069,10643,11218,11794,12368,12944,13518,14093
9784,APR,1630,3393,2781,3753,4328,4904,5479,6055,6631,7207,7782,8358,8934,9510,10085,10660,11236,11812,12388,12964,13539,14115
9785,MAY,1632,3398,2785,3758,4335,4912,5488,6065,6641,7218,7795,8372,8948,9525,10102,10677,11254,11831,12408,12985,13561,14138
9786,JUN,1634,3404,2789,3764,4342,4920,5497,6074,6652,7230,7807,8385,8962,9540,10118,10694,11272,11850,12428,13006,13583,14161
9787,JUL,1637,3409,2793,3770,4348,4927,5505,6084,6662,7241,7819,8398,8977,9555,10134,10711,11290,11869,12448,13027,13605,14183
9788,AUG,1639,3414,2798,3776,4355,4935,5514,6094,6673,7253,7832,8411,8991,9571,10150,10728,11308,11888,12467,13048,13626,14206
9789,SEP,1641,3419,2802,3781,4362,4942,5522,6103,6683,7264,7844,8425,9005,9586,10166,10746,11326,11907,12487,13068,13648,14229
9790,OCT,1643,3425,2806,3787,4369,4950,5531,6113,6694,7275,7856,8438,9019,9601,10182,10763,11344,11926,12507,13089,13670,14251
9791,NOV,1645,3430,2810,3793,4375,4958,5539,6122,6704,7287,7869,8451,9033,9616,10198,10780,11362,11945,12527,13110,13692,14274
9792,DEC,1648,3435,2814,3799,4382,4965,5548,6132,6715,7298,7881,8464,9048,9631,10214,10797,11380,11964,12547,13131,13713,14297
9793,JAN,1650,3441,2818,3804,4389,4973,5557,6141,6725,7310,7893,8478,9062,9646,10230,10814,11398,11983,12567,13152,13735,14319
9794,FEB,1652,3446,2822,3810,4395,4981,5565,6151,6735,7321,7906,8491,9076,9662,10246,10831,11416,12002,12587,13172,13757,14342
9795,MAR,1654,3451,2826,3816,4402,4988,5574,6160,6746,7332,7918,8504,9090,9677,10263,10848,11434,12021,12606,13193,13779,14365
9796,APR,1657,3456,2830,3822,4409,4996,5582,6170,6756,7344,7930,8518,9104,9692,10279,10865,11452,12040,12626,13214,13800,14387
9797,MAY,1659,3462,2835,3827,4415,5004,5591,6179,6767,7355,7943,8531,9119,9707,10295,10882,11470,12058,12646,13235,13822,14410
9798,JUN,1661,3467,2839,3833,4422,5011,5599,6189,6777,7367,7955,8544,9133,9722,10311,10899,11488,12077,12666,13256,13844,14433
9799,JUL,1663,3472,2843,3839,4429,5019,5608,6198,6788,7378,7967,8557,9147,9737,10327,10916,11506,12096,12686,13276,13866,14456
9800,AUG,1665,3478,2847,3845,4435,5026,5617,6208,6798,7389,7980,8571,9161,9753,10343,10933,11524,12115,12706,13297,13887,14478
9801,SEP,1668,3483,2851,3850,4442,5034,5625,6217,6809,7401,7992,8584,9176,9768,10359,10950,11542,12134,12726,13318,13909,14501
9802,OCT,1670,3488,2855,3856,4449,5042,5634,6227,6819,7412,8004,8597,9190,9783,10375,10967,11560,12153,12745,13339,13931,14524
9803,NOV,1672,3493,2859,3862,4455,5049,5642,6236,6830,7424,8017,8611,9204,9798,10391,10984,11578,12172,12765,13360,13953,14546
9804,DEC,1674,3499,2863,3868,4462,5057,5651,6246,6840,7435,8029,8624,9218,9813,10407,11001,11596,12191,12785,13380,13974,14569
9805,JAN,1677,3504,2867,3873,4469,5065,5659,6255,6850,7446,8041,8637,9232,9828,10423,11018,11614,12210,12805,13401,13996,14592
9806,FEB,1679,3509,2871,3879,4476,5072,5668,6265,6861,7458,8054,8650,9247,9843,10440,11035,11632,12229,12825,13422,14018,14614
9807,MAR,1681,3514,2876,3885,4482,5080,5677,6274,6871,7469,8066,8664,9261,9859,10456,11052,11650,12248,12845,13443,14039,14637
9808,APR,1683,3520,2880,3891,4489,5087,5685,6284,6882,7480,8078,8677,9275,9874,10472,11069,11668,12267,12865,13464,14061,14660
9809,MAY,1685,3525,2884,3896,4496,5095,5694,6293,6892,7492,8091,8690,9289,9889,10488,11086,11686,12285,12884,13484,14083,14682
9810,JUN,1688,3530,2888,3902,4502,5103,5702,6303,6903,7503,8103,8703,9304,9904,10504,11103,11704,12304,12904,13505,14105,14705
9811,JUL,1690,3536,2892,3908,4509,5110,5711,6312,6913,7515,8115,8717,9318,9919,10520,11120,11722,12323,12924,13526,14126,14728
9812,AUG,1692,3541,2896,3914,4516,5118,5719,6322,6924,7526,8128,8730,9332,9934,10536,11137,11740,12342,12944,13547,14148,14750
9813,SEP,1694,3546,2900,3919,4522,5126,5728,6331,6934,7537,8140,8743,9346,9950,10552,11154,11758,12361,12964,13568,14170,14773
9814,OCT,1697,3551,2904,3925,4529,5133,5737,6341,6945,7549,8152,8757,9360,9965,10568,11171,11776,12380,12984,13588,14192,14796
9815,NOV,1699,3557,2908,3931,4536,5141,5745,6350,6955,7560,8165,8770,9375,9980,10584,11188,11794,12399,13004,13609,14213,14818
9816,DEC,1701,3562,2913,3937,4542,5149,5754,6360,6965,7572,8177,8783,9389,9995,10601,11205,11811,12418,13023,13630,14235,14841
9817,JAN,1703,3567,2917,3942,4549,5156,5762,6369,6976,7583,8189,8796,9403,10010,10617,11223,11829,12437,13043,13651,14257,14864
9818,FEB,1705,3573,2921,3948,4556,5164,5771,6379,6986,7594,8202,8810,9417,10025,10633,11240,11847,12456,13063,13672,14279,14886
9819,MAR,1708,3578,2925,3954,4563,5171,5779,6388,6997,7606,8214,8823,9431,10040,10649,11257,11865,12475,13083,13692,14300,14909
9820,APR,1710,3583,2929,3960,4569,5179,5788,6398,7007,7617,8226,8836,9446,10056,10665,11274,11883,12494,13103,13713,14322,14932
9821,MAY,1712,3588,2933,3965,4576,5187,5797,6407,7018,7629,8239,8849,9460,10071,10681,11291,11901,12512,13123,13734,14344,14954
9822,JUN,1714,3594,2937,3971,4583,5194,5805,6417,7028,7640,8251,8863,9474,10086,10697,11308,11919,12531,13143,13755,14366,14977
9823,JUL,1717,3599,2941,3977,4589,5202,5814,6426,7039,7651,8263,8876,9488,10101,10713,11325,11937,12550,13162,13776,14387,15000
9824,AUG,1719,3604,2945,3983,4596,5210,5822,6436,7049,7663,8276,8889,9503,10116,10729,11342,11955,12569,13182,13796,14409,15023
9825,SEP,1721,3610,2949,3988,4603,5217,5831,6445,7060,7674,8288,8903,9517,10131,10745,11359,11973,12588,13202,13817,14431,15045
9826,OCT,1723,3615,2954,3994,4609,5225,5839,6455,7070,7686,8300,8916,9531,10147,10762,11376,11991,12607,13222,13838,14453,15068
9827,NOV,1726,3620,2958,4000,4616,5232,5848,6465,7080,7697,8313,8929,9545,10162,10778,11393,12009,12626,13242,13859,14474,15091
9828,DEC,1728,3625,2962,4006,4623,5240,5857,6474,7091,7708,8325,8942,9559,10177,10794,11410,12027,12645,13262,13880,14496,15113
9829,JAN,1730,3631,2966,4011,4629,5248,5865,6484,7101,7720,8337,8956,9574,10192,10810,11427,12045,12664,13282,13900,14518,15136
9830,FEB,1732,3636,2970,4017,4636,5255,5874,6493,7112,7731,8350,8969,9588,10207,10826,11444,12063,12683,13301,13921,14539,15159
9831,MAR,1734,3641,2974,4023,4643,5263,5882,6503,7122,7743,8362,8982,9602,10222,10842,11461,12081,12702,13321,13942,14561,15181
9832,APR,1737,3646,2978,4029,4650,5271,5891,6512,7133,7754,8374,8995,9616,10238,10858,11478,12099,12721,13341,13963,14583,15204
9833,MAY,1739,3652,2982,4034,4656,5278,5899,6522,7143,7765,8387,9009,9630,10253,10874,11495,12117,12739,13361,13984,14605,15227
9834,JUN,1741,3657,2986,4040,4663,5286,5908,6531,7154,7777,8399,9022,9645,10268,10890,11512,12135,12758,13381,14004,14626,15249
9835,JUL,1743,3662,2991,4046,4670,5294,5917,6541,7164,7788,8411,9035,9659,10283,10906,11529,12153,12777,13401,14025,14648,15272
9836,AUG,1746,3668,2995,4052,4676,5301,5925,6550,7175,7800,8424,9049,9673,10298,10922,11546,12171,12796,13421,14046,14670,15295
9837,SEP,1748,3673,2999,4057,4683,5309,5934,6560,7185,7811,8436,9062,9687,10313,10939,11563,12189,12815,13440,14067,14692,15317
9838,OCT,1750,3678,3003,4063,4690,5316,5942,6569,7195,7822,8448,9075,9702,10328,10955,11580,12207,12834,13460,14088,14713,15340
9839,NOV,1752,3683,3007,4069,4696,5324,5951,6579,7206,7834,8461,9088,9716,10344,10971,11597,12225,12853,13480,14108,14735,15363
9840,DEC,1754,3689,3011,4075,4703,5332,5959,6588,7216,7845,8473,9102,9730,10359,10987,11614,12243,12872,13500,14129,14757,15385
9841,JAN,1757,3694,3015,4080,4710,5339,5968,6598,7227,7856,8485,9115,9744,10374,11003,11631,12261,12891,13520,14150,14779,15408
9842,FEB,1759,3699,3019,4086,4716,5347,5977,6607,7237,7868,8498,9128,9758,10389,11019,11648,12279,12910,13540,14171,14800,15431
9843,MAR,1761,3705,3023,4092,4723,5355,5985,6617,7248,7879,8510,9142,9773,10404,11035,11665,12297,12929,13560,14192,14822,15453
9844,APR,1763,3710,3027,4098,4730,5362,5994,6626,7258,7891,8522,9155,9787,10419,11051,11682,12315,12948,13579,14212,14844,15476
9845,MAY,1766,3715,3032,4103,4737,5370,6002,6636,7269,7902,8535,9168,9801,10435,11067,11700,12333,12967,13599,14233,14866,15499
9846,JUN,1768,3720,3036,4109,4743,5377,6011,6645,7279,7913,8547,9181,9815,10450,11083,11717,12351,12985,13619,14254,14887,15522
9847,JUL,1770,3726,3040,4115,4750,5385,6019,6655,7290,7925,8559,9195,9829,10465,11100,11734,12369,13004,13639,14275,14909,15544
9848,AUG,1772,3731,3044,4121,4757,5393,6028,6664,7300,7936,8572,9208,9844,10480,11116,11751,12387,13023,13659,14296,14931,15567
9849,SEP,1774,3736,3048,4126,4763,5400,6037,6674,7310,7948,8584,9221,9858,10495,11132,11768,12405,13042,13679,14316,14953,15590
9850,OCT,1777,3742,3052,4132,4770,5408,6045,6683,7321,7959,8596,9234,9872,10510,11148,11785,12423,13061,13699,14337,14974,15612
9851,NOV,1779,3747,3056,4138,4777,5416,6054,6693,7331,7970,8609,9248,9886,10526,11164,11802,12441,13080,13718,14358,14996,15635
9852,DEC,1781,3752,3060,4144,4783,5423,6062,6702,7342,7982,8621,9261,9901,10541,11180,11819,12459,13099,13738,14379,15018,15658
9853,JAN,1783,3757,3064,4149,4790,5431,6071,6712,7352,7993,8633,9274,9915,10556,11196,11836,12477,13118,13758,14400,15039,15680
9854,FEB,1786,3763,3069,4155,4797,5439,6079,6721,7363,8005,8646,9288,9929,10571,11212,11853,12495,13137,13778,14420,15061,15703
9855,MAR,1788,3768,3073,4161,4803,5446,6088,6731,7373,8016,8658,9301,9943,10586,11228,11870,12513,13156,13798,14441,15083,15726
9856,APR,1790,3773,3077,4167,4810,5454,6097,6740,7384,8027,8670,9314,9957,10601,11244,11887,12531,13175,13818,14462,15105,15748
9857,MAY,1792,3778,3081,4172,4817,5461,6105,6750,7394,8039,8683,9327,9972,10616,11261,11904,12549,13194,13838,14483,15126,15771
9858,JUN,1794,3784,3085,4178,4824,5469,6114,6759,7404,8050,8695,9341,9986,10632,11277,11921,12567,13212,13857,14504,15148,15794
9859,JUL,1797,3789,3089,4184,4830,5477,6122,6769,7415,8062,8707,9354,10000,10647,11293,11938,12584,13231,13877,14524,15170,15816
9860,AUG,1799,3794,3093,4190,4837,5484,6131,6778,7425,8073,8720,9367,10014,10662,11309,11955,12602,13250,13897,14545,15192,15839
9861,SEP,1801,3800,3097,4195,4844,5492,6139,6788,7436,8084,8732,9380,10029,10677,11325,11972,12620,13269,13917,14566,15213,15862
9862,OCT,1803,3805,3101,4201,4850,5500,6148,6797,7446,8096,8744,9394,10043,10692,11341,11989,12638,13288,13937,14587,15235,15884
9863,NOV,1806,3810,3105,4207,4857,5507,6157,6807,7457,8107,8757,9407,10057,10707,11357,12006,12656,13307,13957,14608,15257,15907
9864,DEC,1808,3815,3110,4213,4864,5515,6165,6816,7467,8119,8769,9420,10071,10723,11373,12023,12674,13326,13977,14628,15279,15930
9865,JAN,1810,3821,3114,4218,4870,5523,6174,6826,7478,8130,8781,9434,10085,10738,11389,12040,12692,13345,13996,14649,15300,15952
9866,FEB,1812,3826,3118,4224,4877,5530,6182,6836,7488,8141,8794,9447,10100,10753,11405,12057,12710,13364,14016,14670,15322,15975
9867,MAR,1814,3831,3122,4230,4884,5538,6191,6845,7499,8153,8806,9460,10114,10768,11421,12074,12728,13383,14036,14691,15344,15998
9868,APR,1817,3837,3126,4236,4890,5545,6199,6855,7509,8164,8818,9473,10128,10783,11438,12091,12746,13402,14056,14712,15366,16020
9869,MAY,1819,3842,3130,4241,4897,5553,6208,6864,7519,8176,8831,9487,10142,10798,11454,12108,12764,13421,14076,14732,15387,16043
9870,JUN,1821,3847,3134,4247,4904,5561,6217,6874,7530,8187,8843,9500,10156,10813,11470,12125,12782,13439,14096,14753,15409,16066
9871,JUL,1823,3852,3138,4253,4910,5568,6225,6883,7540,8198,8855,9513,10171,10829,11486,12142,12800,13458,14116,14774,15431,16089
9872,AUG,1826,3858,3142,4259,4917,5576,6234,6893,7551,8210,8868,9527,10185,10844,11502,12159,12818,13477,14136,14795,15453,16111
9873,SEP,1828,3863,3147,4264,4924,5584,6242,6902,7561,8221,8880,9540,10199,10859,11518,12177,12836,13496,14155,14816,15474,16134
9874,OCT,1830,3868,3151,4270,4931,5591,6251,6912,7572,8232,8892,9553,10213,10874,11534,12194,12854,13515,14175,14836,15496,16157
9875,NOV,1832,3874,3155,4276,4937,5599,6259,6921,7582,8244,8905,9566,10228,10889,11550,12211,12872,13534,14195,14857,15518,16179
9876,DEC,1834,3879,3159,4282,4944,5606,6268,6931,7593,8255,8917,9580,10242,10904,11566,12228,12890,13553,14215,14878,15540,16202
9877,JAN,1837,3884,3163,4287,4951,5614,6277,6940,7603,8267,8929,9593,10256,10920,11582,12245,12908,13572,14235,14899,15561,16225
9878,FEB,1839,3889,3167,4293,4957,5622,6285,6950,7614,8278,8942,9606,10270,10935,11599,12262,12926,13591,14255,14920,15583,16247
9879,MAR,1841,3895,3171,4299,4964,5629,6294,6959,7624,8289,8954,9619,10284,10950,11615,12279,12944,13610,14275,14940,15605,16270
9880,APR,1843,3900,3175,4305,4971,5637,6302,6969,7634,8301,8966,9633,10299,10965,11631,12296,12962,13629,14294,14961,15626,16293
9881,MAY,1846,3905,3179,4310,4977,5645,6311,6978,7645,8312,8979,9646,10313,10980,11647,12313,12980,13648,14314,14982,15648,16315
9882,JUN,1848,3910,3183,4316,4984,5652,6319,6988,7655,8324,8991,9659,10327,10995,11663,12330,12998,13666,14334,15003,15670,16338
9883,JUL,1850,3916,3188,4322,4991,5660,6328,6997,7666,8335,9003,9673,10341,11011,11679,12347,13016,13685,14354,15024,15692,16361
9884,AUG,1852,3921,3192,4328,4997,5668,6337,7007,7676,8346,9016,9686,10355,11026,11695,12364,13034,13704,14374,15044,15713,16383
9885,SEP,1855,3926,3196,4333,5004,5675,6345,7016,7687,8358,9028,9699,10370,11041,11711,12381,13052,13723,14394,15065,15735,16406
9886,OCT,1857,3932,3200,4339,5011,5683,6354,7026,7697,8369,9040,9712,10384,11056,11727,12398,13070,13742,14414,15086,15757,16429
9887,NOV,1859,3937,3204,4345,5018,5690,6362,7035,7708,8381,9053,9726,10398,11071,11743,12415,13088,13761,14433,15107,15779,16451
9888,DEC,1861,3942,3208,4351,5024,5698,6371,7045,7718,8392,9065,9739,10412,11086,11760,12432,13106,13780,14453,15128,15800,16474
9889,JAN,1863,3947,3212,4356,5031,5706,6379,7054,7729,8403,9077,9752,10427,11101,11776,12449,13124,13799,14473,15148,15822,16497
9890,FEB,1866,3953,3216,4362,5038,5713,6388,7064,7739,8415,9090,9765,10441,11117,11792,12466,13142,13818,14493,15169,15844,16519
9891,MAR,1868,3958,3220,4368,5044,5721,6397,7073,7749,8426,9102,9779,10455,11132,11808,12483,13160,13837,14513,15190,15866,16542
9892,APR,1870,3963,3225,4374,5051,5729,6405,7083,7760,8438,9114,9792,10469,11147,11824,12500,13178,13856,14533,15211,15887,16565
9893,MAY,1872,3969,3229,4379,5058,5736,6414,7092,7770,8449,9127,9805,10483,11162,11840,12517,13196,13875,14553,15232,15909,16588
9894,JUN,1875,3974,3233,4385,5064,5744,6422,7102,7781,8460,9139,9819,10498,11177,11856,12534,13214,13894,14572,15252,15931,16610
9895,JUL,1877,3979,3237,4391,5071,5751,6431,7111,7791,8472,9151,9832,10512,11192,11872,12551,13232,13912,14592,15273,15953,16633
9896,AUG,1879,3984,3241,4397,5078,5759,6439,7121,7802,8483,9164,9845,10526,11208,11888,12568,13250,13931,14612,15294,15974,16656
9897,SEP,1881,3990,3245,4402,5084,5767,6448,7130,7812,8495,9176,9858,10540,11223,11904,12585,13268,13950,14632,15315,15996,16678
9898,OCT,1883,3995,3249,4408,5091,5774,6457,7140,7823,8506,9188,9872,10554,11238,11920,12602,13286,13969,14652,15336,16018,16701
9899,NOV,1886,4000,3253,4414,5098,5782,6465,7149,7833,8517,9201,9885,10569,11253,11937,12619,13304,13988,14672,15356,16040,16724
9900,DEC,1888,4006,3257,4420,5105,5790,6474,7159,7844,8529,9213,9898,10583,11268,11953,12636,13322,14007,14692,15377,16061,16746
9901,JAN,1890,4011,3261,4425,5111,5797,6482,7168,7854,8540,9225,9911,10597,11283,11969,12654,13340,14026,14711,15398,16083,16769
9902,FEB,1892,4016,3266,4431,5118,5805,6491,7178,7864,8552,9238,9925,10611,11299,11985,12671,13357,14045,14731,15419,16105,16792
9903,MAR,1895,4021,3270,4437,5125,5813,6499,7187,7875,8563,9250,9938,10626,11314,12001,12688,13375,14064,14751,15440,16126,16814
9904,APR,1897,4027,3274,4443,5131,5820,6508,7197,7885,8574,9262,9951,10640,11329,12017,12705,13393,14083,14771,15460,16148,16837
9905,MAY,1899,4032,3278,4448,5138,5828,6517,7207,7896,8586,9275,9965,10654,11344,12033,12722,13411,14102,14791,15481,16170,16860
9906,JUN,1901,4037,3282,4454,5145,5835,6525,7216,7906,8597,9287,9978,10668,11359,12049,12739,13429,14121,14811,15502,16192,16882
9907,JUL,1903,4042,3286,4460,5151,5843,6534,7226,7917,8608,9299,9991,10682,11374,12065,12756,13447,14139,14831,15523,16213,16905
9908,AUG,1906,4048,3290,4466,5158,5851,6542,7235,7927,8620,9312,10004,10697,11389,12081,12773,13465,14158,14850,15544,16235,16928
9909,SEP,1908,4053,3294,4471,5165,5858,6551,7245,7938,8631,9324,10018,10711,11405,12098,12790,13483,14177,14870,15564,16257,16950
9910,OCT,1910,4058,3298,4477,5171,5866,6559,7254,7948,8643,9336,10031,10725,11420,12114,12807,13501,14196,14890,15585,16279,16973
9911,NOV,1912,4064,3303,4483,5178,5874,6568,7264,7958,8654,9349,10044,10739,11435,12130,12824,13519,14215,14910,15606,16300,16996
9912,DEC,1915,4069,3307,4489,5185,5881,6577,7273,7969,8665,9361,10058,10753,11450,12146,12841,13537,14234,14930,15627,16322,17018
9913,JAN,1917,4074,3311,4494,5192,5889,6585,7283,7979,8677,9373,10071,10768,11465,12162,12858,13555,14253,14950,15648,16344,17041
9914,FEB,1919,4079,3315,4500,5198,5896,6594,7292,7990,8688,9386,10084,10782,11480,12178,12875,13573,14272,14970,15668,16366,17064
9915,MAR,1921,4085,3319,4506,5205,5904,6602,7302,8000,8700,9398,10097,10796,11496,12194,12892,13591,14291,14989,15689,16387,17086
9916,APR,1923,4090,3323,4512,5212,5912,6611,7311,8011,8711,9410,10111,10810,11511,12210,12909,13609,14310,15009,15710,16409,17109
9917,MAY,1926,4095,3327,4517,5218,5919,6619,7321,8021,8722,9423,10124,10825,11526,12226,12926,13627,14329,15029,15731,16431,17132
9918,JUN,1928,4101,3331,4523,5225,5927,6628,7330,8032,8734,9435,10137,10839,11541,12242,12943,13645,14348,15049,15752,16453,17155
9919,JUL,1930,4106,3335,4529,5232,5935,6637,7340,8042,8745,9447,10150,10853,11556,12259,12960,13663,14366,15069,15772,16474,17177
9920,AUG,1932,4111,3339,4535,5238,5942,6645,7349,8053,8757,9460,10164,10867,11571,12275,12977,13681,14385,15089,15793,16496,17200
9921,SEP,1935,4116,3344,4540,5245,5950,6654,7359,8063,8768,9472,10177,10881,11586,12291,12994,13699,14404,15109,15814,16518,17223
9922,OCT,1937,4122,3348,4546,5252,5958,6662,7368,8073,8779,9484,10190,10896,11602,12307,13011,13717,14423,15128,15835,16540,17245
9923,NOV,1939,4127,3352,4552,5258,5965,6671,7378,8084,8791,9497,10204,10910,11617,12323,13028,13735,14442,15148,15856,16561,17268
9924,DEC,1941,4132,3356,4558,5265,5973,6679,7387,8094,8802,9509,10217,10924,11632,12339,13045,13753,14461,15168,15876,16583,17291
9925,JAN,1943,4138,3360,4563,5272,5980,6688,7397,8105,8814,9521,10230,10938,11647,12355,13062,13771,14480,15188,15897,16605,17313
9926,FEB,1946,4143,3364,4569,5279,5988,6697,7406,8115,8825,9534,10243,10953,11662,12371,13079,13789,14499,15208,15918,16626,17336
9927,MAR,1948,4148,3368,4575,5285,5996,6705,7416,8126,8836,9546,10257,10967,11677,12387,13096,13807,14518,15228,15939,16648,17359
9928,APR,1950,4153,3372,4581,5292,6003,6714,7425,8136,8848,9558,10270,10981,11693,12403,13113,13825,14537,15248,15960,16670,17381
9929,MAY,1952,4159,3376,4586,5299,6011,6722,7435,8147,8859,9571,10283,10995,11708,12419,13131,13843,14556,15267,15980,16692,17404
9930,JUN,1955,4164,3381,4592,5305,6019,6731,7444,8157,8871,9583,10296,11009,11723,12436,13148,13861,14575,15287,16001,16713,17427
9931,JUL,1957,4169,3385,4598,5312,6026,6739,7454,8168,8882,9595,10310,11024,11738,12452,13165,13879,14593,15307,16022,16735,17449
9932,AUG,1959,4174,3389,4604,5319,6034,6748,7463,8178,8893,9608,10323,11038,11753,12468,13182,13897,14612,15327,16043,16757,17472
9933,SEP,1961,4180,3393,4609,5325,6041,6757,7473,8188,8905,9620,10336,11052,11768,12484,13199,13915,14631,15347,16064,16779,17495
9934,OCT,1963,4185,3397,4615,5332,6049,6765,7482,8199,8916,9632,10350,11066,11784,12500,13216,13933,14650,15367,16084,16800,17517
9935,NOV,1966,4190,3401,4621,5339,6057,6774,7492,8209,8928,9645,10363,11080,11799,12516,13233,13951,14669,15387,16105,16822,17540
